1616423996,80.7,71.4
1616424001,80.6,71.5
1616424006,80.5,71.5
1616424011,80.5,71.5
1616424016,80.4,71.5
1616424022,80.4,71.4
1616424027,80.3,71.4
1616424032,80.3,71.4
1616424037,80.2,71.5
1616424043,80.0,71.5
1616424048,80.0,71.5
1616424053,79.9,71.4
1616424058,79.8,71.4
1616424063,79.7,71.4
1616424069,79.7,71.4
1616424074,79.7,71.4
1616424079,79.6,71.4
1616424084,79.5,71.5
1616424090,79.5,71.5
1616424095,79.4,71.5
1616424100,79.4,71.5
1616424106,79.3,71.5
1616424111,79.3,71.5
